Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
192,Silverwood Lake,San Bernardino,2008-02-25,56,0.1, ,0.01, ,423, ,5, ,50.9, ,25.5, ,36.9, ,95, ,35, ,67, ,26.9, ,3.9, ,93.8, ,32.9, 
192,Silverwood Lake,San Bernardino,2008-02-26,57,0.12, ,0, ,431, ,4.5, ,55.8, ,26, ,38.8, ,87, ,29, ,56, ,24.5, ,4.1, ,99, ,33.4, 
192,Silverwood Lake,San Bernardino,2008-02-27,58,0.11, ,0, ,437, ,5, ,61.9, ,23.8, ,39.4, ,91, ,29, ,61, ,27.1, ,2.9, ,68.8, ,34.2, 
192,Silverwood Lake,San Bernardino,2008-02-28,59,0.12, ,0, ,433, ,4.9, ,61.3, ,25.5, ,41.2, ,90, ,25, ,56, ,26.8, ,3.4, ,81.7, ,35.5, 
192,Silverwood Lake,San Bernardino,2008-02-29,60,0.12, ,0, ,436, ,5.6, ,64.4, ,27.4, ,42.4, ,93, ,25, ,60, ,29.7, ,3.2, ,76.6, ,36.9, 
192,Silverwood Lake,San Bernardino,2008-03-01,61,0.11, ,0, ,410, ,5.9, ,57.2, ,28, ,40.7, ,94, ,36, ,69, ,31.3, ,3.9, ,93.7, ,38.2, 
192,Silverwood Lake,San Bernardino,2008-03-02,62,0.15, ,0, ,443, ,2.6, ,45.8,Y,30, ,37.9, ,80, ,17, ,34, ,11.8, ,10.2,Y,243.8,Y,38.3, 
192,Silverwood Lake,San Bernardino,2008-03-03,63,0.12, ,0, ,459, ,2.2, ,52.1, ,24.6, ,37.4, ,65, ,14, ,28, ,7.7, ,5.5, ,133, ,37.5,Y
192,Silverwood Lake,San Bernardino,2008-03-04,64,0.12, ,0, ,425, ,3.8, ,61.8, ,21.7, ,39.1, ,78, ,21, ,46, ,20.4, ,3.1, ,74.4, ,38.1, 
192,Silverwood Lake,San Bernardino,2008-03-05,65,0.14, ,0, ,465, ,2.6, ,49.4, ,25, ,37.7, ,78, ,15, ,34, ,12.2, ,6.2, ,147.8, ,38.4, 
192,Silverwood Lake,San Bernardino,2008-03-06,66,0.12, ,0, ,447, ,2.5, ,52.3, ,21, ,37.2, ,66, ,15, ,33, ,11, ,4.2, ,100.5, ,37.9, 
192,Silverwood Lake,San Bernardino,2008-03-07,67,0.12, ,0, ,428, ,3.5, ,58.5, ,24.9, ,39.3, ,77, ,15, ,42, ,18.3, ,3.3, ,79, ,38.6, 
192,Silverwood Lake,San Bernardino,2008-03-08,68,0.15, ,0, ,459, ,3.6, ,64, ,27.8, ,45, ,78, ,10, ,35, ,19.2, ,4.9, ,118.3, ,39.6, 
192,Silverwood Lake,San Bernardino,2008-03-09,69,0.14, ,0, ,481, ,3.4, ,54.9, ,25.9, ,41.8, ,72, ,23, ,38, ,18, ,6.4, ,153.1, ,40.3, 
192,Silverwood Lake,San Bernardino,2008-03-10,70,0.14, ,0, ,483, ,3.8, ,61.9, ,23.1, ,41, ,78, ,16, ,44, ,20.6, ,3.1, ,75.3, ,40.3, 
192,Silverwood Lake,San Bernardino,2008-03-11,71,0.13, ,0, ,435, ,4.8, ,62.9, ,27.1, ,42.9, ,83, ,24, ,51, ,26.1, ,3.2, ,77.8, ,41.2, 
192,Silverwood Lake,San Bernardino,2008-03-12,72,0.11, ,0, ,370, ,4.7, ,66, ,28.2, ,45.4, ,87, ,13, ,45, ,25.4, ,3.2, ,77.7, ,42, 
192,Silverwood Lake,San Bernardino,2008-03-13,73,0.15, ,0, ,463, ,5.7, ,66.2, ,29.4, ,49, ,73, ,24, ,48, ,30.1, ,4.5, ,108.3, ,43.2, 
192,Silverwood Lake,San Bernardino,2008-03-14,74,0.07, ,0, ,339, ,5.9, ,51.1, ,23.7, ,36.9, ,94, ,52, ,79, ,31, ,3.9, ,94, ,42.8, 
192,Silverwood Lake,San Bernardino,2008-03-15,75,0.03,R,0, ,165, ,4.6, ,38.2,Y,21.9, ,29.2, ,92, ,68, ,85, ,25.3, ,4.8, ,115.7, ,40.8, 
192,Silverwood Lake,San Bernardino,2008-03-16,76,0.08, ,0, ,368, ,3.6, ,40.9,Y,25, ,31.5, ,93, ,34, ,61, ,19.5, ,7.5, ,181.1, ,39.2, 
192,Silverwood Lake,San Bernardino,2008-03-17,77,0.13, ,0, ,525, ,2.5, ,48.2, ,24.3, ,34.1, ,72, ,14, ,38, ,11, ,7.2, ,173.1, ,38, 
192,Silverwood Lake,San Bernardino,2008-03-18,78,0.15, ,0, ,519, ,4.2, ,61.9, ,22.8, ,40.5, ,84, ,21, ,49, ,23, ,3.5, ,83.3, ,38.5, 
192,Silverwood Lake,San Bernardino,2008-03-19,79,0.15, ,0, ,468, ,4.9, ,55.7, ,28.8, ,45.6, ,83, ,28, ,47, ,26.7, ,6.1, ,145.4, ,40.3, 
192,Silverwood Lake,San Bernardino,2008-03-20,80,0.15, ,0, ,541, ,4.2, ,60.2, ,24.8, ,42.2, ,85, ,13, ,46, ,23, ,3.9, ,94.5, ,41.4, 
192,Silverwood Lake,San Bernardino,2008-03-21,81,0.16, ,0, ,540, ,3.6, ,64.8, ,21.4, ,42.1, ,79, ,15, ,40, ,19.3, ,3.5, ,83, ,41.6, 
192,Silverwood Lake,San Bernardino,2008-03-22,82,0.17, ,0, ,536, ,3.7, ,63.8, ,24.5, ,43.2, ,84, ,15, ,39, ,19.8, ,4, ,96.5, ,42.1, 
192,Silverwood Lake,San Bernardino,2008-03-23,83,0.17, ,0, ,550, ,3.3, ,64.3, ,23.7, ,43.2, ,77, ,12, ,34, ,17.1, ,3.9, ,92.5, ,42.5, 
192,Silverwood Lake,San Bernardino,2008-03-24,84,0.17, ,0,H,551, ,3.5, ,65.8, ,24.7, ,45.3, ,71, ,13, ,34, ,18.9, ,3.9, ,92.7, ,42.8, 
192,Silverwood Lake,San Bernardino,2008-03-25,85,0.17, ,0, ,544, ,4.8, ,66.8, ,26.6, ,45.9, ,79, ,19, ,45, ,25.9, ,4.4, ,104.7, ,43.6, 
192,Silverwood Lake,San Bernardino,2008-03-26,86,0.15, ,0, ,534, ,6.9,Y,63.5, ,28.1, ,44, ,92, ,36, ,70,Y,34.9,Y,3.9, ,93.2, ,44.4, 
192,Silverwood Lake,San Bernardino,2008-03-27,87,0.16, ,0, ,558, ,4.2, ,60.8, ,27, ,43.4, ,92, ,20, ,44, ,22.8, ,3.9, ,92.5, ,44.8, 
192,Silverwood Lake,San Bernardino,2008-03-28,88,0.16, ,0, ,540, ,6.2, ,63, ,27.7, ,44.6, ,93, ,25, ,62, ,32.4, ,3.6, ,86.4, ,45.1, 
192,Silverwood Lake,San Bernardino,2008-03-29,89,0.11, ,0, ,442, ,7.1,Y,49.2, ,28.7, ,40, ,95, ,59, ,84,Y,35.6,Y,6.8, ,164.1, ,45.1, 
192,Silverwood Lake,San Bernardino,2008-03-30,90,0.02, ,0, ,146, ,6.5, ,39.7,Y,26.7, ,35.2, ,95, ,86, ,94, ,33.7, ,7.6, ,182.5, ,44.4, 
192,Silverwood Lake,San Bernardino,2008-03-31,91,0.15, ,0, ,562, ,4.6, ,55.9, ,23.1, ,37.3, ,95, ,21, ,61, ,25, ,3.7, ,88.2, ,43, 
192,Silverwood Lake,San Bernardino,2008-04-01,92,0.15, ,0, ,544, ,5.1, ,52, ,24.8, ,39.9, ,94, ,25, ,61, ,27.4, ,4.9, ,117.9, ,43.6, 
192,Silverwood Lake,San Bernardino,2008-04-02,93,0.15, ,0, ,518, ,4.8, ,51.4, ,31.8, ,41.8, ,89, ,26, ,53, ,25.9, ,7.1, ,170.4, ,43.8, 
192,Silverwood Lake,San Bernardino,2008-04-03,94,0.16, ,0, ,571, ,6.4, ,59.2, ,33.8, ,44.6, ,92, ,28, ,64, ,33.2, ,4.7, ,113.7, ,45.2, 
192,Silverwood Lake,San Bernardino,2008-04-04,95,0.18, ,0, ,567, ,5.5, ,58.6, ,27.2, ,45, ,93, ,30, ,54, ,29.5, ,5.6, ,134.2, ,45.6, 
192,Silverwood Lake,San Bernardino,2008-04-05,96,0.15, ,0, ,562, ,6.3, ,57.4, ,27.6, ,40.8, ,93, ,34, ,72, ,32.6, ,4.4, ,106.3, ,45.6, 
192,Silverwood Lake,San Bernardino,2008-04-06,97,0.16, ,0, ,568, ,6.4, ,61.8, ,27.2, ,43.9, ,94, ,32, ,65, ,33, ,3.9, ,92.7, ,46.4, 
192,Silverwood Lake,San Bernardino,2008-04-07,98,0.16, ,0, ,587, ,5.7, ,59.7, ,26.3, ,41.9, ,95, ,21, ,63, ,30.2, ,4.2, ,100.3, ,46.9, 
192,Silverwood Lake,San Bernardino,2008-04-08,99,0.11, ,0, ,474, ,6.1, ,53.2, ,26.5, ,37.5, ,95, ,40, ,80, ,32.1, ,5.9, ,141.4, ,46.5, 
192,Silverwood Lake,San Bernardino,2008-04-09,100,0.13, ,0, ,545, ,5.6, ,47.1,Y,27.1, ,36.3, ,96, ,50, ,77, ,29.9, ,4.7, ,113.1, ,46.1, 
192,Silverwood Lake,San Bernardino,2008-04-10,101,0.17, ,0, ,586, ,4.4, ,60.4, ,24.4, ,41.3, ,93, ,19, ,50, ,24.3, ,3.9, ,93, ,46, 
192,Silverwood Lake,San Bernardino,2008-04-11,102,0.2, ,0, ,586, ,3.8, ,63, ,28.3, ,46.5, ,90, ,14, ,35, ,20.6, ,5, ,119.2, ,46.5, 
192,Silverwood Lake,San Bernardino,2008-04-12,103,0.21, ,0, ,591, ,3.6, ,67.3, ,31.8, ,49.7, ,69, ,12, ,30, ,19.2, ,4.9, ,117.5, ,46.8, 
192,Silverwood Lake,San Bernardino,2008-04-13,104,0.19, ,0, ,589, ,4.5, ,75.3, ,29.4, ,51.6, ,73, ,13, ,34, ,24.3, ,3.2, ,76.8, ,47.6, 
192,Silverwood Lake,San Bernardino,2008-04-14,105,0.22,R,0, ,584, ,4.4, ,68.3, ,34.8, ,54, ,65, ,17, ,31, ,23.9, ,6.8, ,162.1, ,49, 
192,Silverwood Lake,San Bernardino,2008-04-15,106,0.18, ,0, ,577, ,5.8, ,53.2, ,33.4, ,47, ,92, ,25, ,53, ,30.8, ,7.2, ,172.4, ,49, 
192,Silverwood Lake,San Bernardino,2008-04-16,107,0.18, ,0, ,591, ,3.5, ,56.9, ,25.5, ,41.2, ,94, ,14, ,40, ,18.5, ,5.9, ,142.1, ,48.3, 
192,Silverwood Lake,San Bernardino,2008-04-17,108,0.19, ,0, ,592, ,3.5, ,66.4, ,30.5, ,48.9, ,67, ,14, ,30, ,18.9, ,4.4, ,105.3, ,48, 
192,Silverwood Lake,San Bernardino,2008-04-18,109,0.21, ,0, ,578, ,4.2, ,65.5, ,31.8, ,51, ,73, ,16, ,33, ,22.8, ,6.9, ,166.3, ,48.8, 
192,Silverwood Lake,San Bernardino,2008-04-19,110,0.17, ,0, ,590, ,5.6, ,51.7, ,32.5, ,43.4, ,93, ,29, ,58, ,29.8, ,8.2,Y,197.4,Y,48.7, 
192,Silverwood Lake,San Bernardino,2008-04-20,111,0.17, ,0, ,592, ,4.6, ,56.6, ,23.7, ,40.2, ,94, ,16, ,54, ,25, ,3.7, ,89.8, ,48.2, 
192,Silverwood Lake,San Bernardino,2008-04-21,112,0.17, ,0, ,593, ,4.7, ,62, ,24.8, ,42.3, ,93, ,14, ,52, ,25.8, ,3.6, ,86, ,48.3, 
192,Silverwood Lake,San Bernardino,2008-04-22,113,0.19, ,0, ,585, ,5.1, ,58.9, ,28.3, ,46.4, ,79, ,19, ,48, ,27.7, ,5.9, ,141.8, ,48.9, 
192,Silverwood Lake,San Bernardino,2008-04-23,114,0.16, ,0, ,581, ,6.4, ,54.9, ,32.2, ,44, ,86, ,45, ,65, ,33, ,6, ,144.4, ,49.4, 
192,Silverwood Lake,San Bernardino,2008-04-24,115,0.18, ,0, ,597, ,4.4, ,60.4, ,27, ,42.3, ,93, ,17, ,47, ,23.8, ,5.1, ,122.1, ,49.2, 
192,Silverwood Lake,San Bernardino,2008-04-25,116,0.2, ,0, ,594, ,4.1, ,68.1, ,25.4, ,48.3, ,74, ,12, ,35, ,22.1, ,3.2, ,77, ,49.3, 
192,Silverwood Lake,San Bernardino,2008-04-26,117,0.22, ,0, ,592, ,4.8, ,70.3, ,31.4, ,52.9, ,79, ,15, ,35, ,26.1, ,4.5, ,108.9, ,50.2, 
192,Silverwood Lake,San Bernardino,2008-04-27,118,0.22, ,0, ,580, ,3.4, ,70.8, ,35.7, ,54.5, ,60, ,8, ,23, ,17.7, ,4.7, ,113.7, ,50.8, 
192,Silverwood Lake,San Bernardino,2008-04-28,119,0.22, ,0, ,560, ,3.4, ,74.1, ,33, ,56.6, ,51, ,10, ,22, ,18.2, ,4.4, ,104.6, ,50.9, 
192,Silverwood Lake,San Bernardino,2008-04-29,120,0.22, ,0, ,600, ,6.2, ,65.8, ,40.8, ,53.4, ,83, ,21, ,44, ,32.2, ,7.7, ,185.4, ,51.6, 
192,Silverwood Lake,San Bernardino,2008-04-30,121,0.14, ,0, ,580, ,8, ,50.5, ,33.2, ,43, ,93, ,69, ,84, ,38.7, ,6.2, ,149.7, ,52, 
192,Silverwood Lake,San Bernardino,2008-05-01,122,0.19, ,0, ,607, ,3.4, ,58.7,Y,28,Y,43.4, ,83, ,15, ,35, ,17.7, ,5.2, ,125.6, ,51.2, 
192,Silverwood Lake,San Bernardino,2008-05-02,123,0.2, ,0, ,605, ,3.9, ,66.4, ,28,Y,48.3, ,66, ,15, ,34, ,21.1, ,3.9, ,93.3, ,50.7, 
192,Silverwood Lake,San Bernardino,2008-05-03,124,0.2, ,0, ,585, ,4.7, ,61.5, ,36.7, ,50.1, ,64, ,23, ,38, ,25.5, ,5.8, ,140.1, ,51.5, 
192,Silverwood Lake,San Bernardino,2008-05-04,125,0.17, ,0, ,594, ,5.9, ,55,Y,30.5, ,44.7, ,94, ,22, ,58, ,31, ,5.9, ,141, ,51.3, 
192,Silverwood Lake,San Bernardino,2008-05-05,126,0.17, ,0, ,606, ,6.3, ,59.3,Y,28,Y,43.5, ,94, ,27, ,65, ,32.6, ,4.3, ,103.6, ,51, 
192,Silverwood Lake,San Bernardino,2008-05-06,127,0.19, ,0, ,605, ,6.9, ,68.2, ,31.8, ,49.7, ,93, ,25, ,56, ,34.9, ,3.7, ,87.7, ,51.6, 
192,Silverwood Lake,San Bernardino,2008-05-07,128,0.2, ,0, ,616, ,7.4, ,68.6, ,35, ,49.7, ,94, ,33, ,61, ,36.8, ,4.8, ,115.8, ,52.7, 
192,Silverwood Lake,San Bernardino,2008-05-08,129,0.2, ,0, ,611, ,6.8, ,67.1, ,31.1, ,49.4, ,95, ,33, ,56, ,34.6, ,4.5, ,107.2, ,53.1, 
192,Silverwood Lake,San Bernardino,2008-05-09,130,0.18, ,0, ,610, ,7, ,66.2, ,33.3, ,48.3, ,88, ,26, ,61, ,35.5, ,3.9, ,94.7, ,53.4, 
192,Silverwood Lake,San Bernardino,2008-05-10,131,0.2, ,0, ,603, ,6.6, ,71.7, ,31, ,53.2, ,82, ,25, ,48, ,33.8, ,4.2, ,99.7, ,53.6, 
192,Silverwood Lake,San Bernardino,2008-05-11,132,0.2, ,0, ,623, ,8.3, ,63.4, ,39, ,52.7, ,88, ,35, ,61, ,39.6, ,6.5, ,155.6, ,54.5, 
192,Silverwood Lake,San Bernardino,2008-05-12,133,0.11,R,0, ,456, ,7.8, ,54.7,Y,35.1, ,43.2, ,93, ,61, ,82, ,38, ,4.9, ,117.9, ,54, 
192,Silverwood Lake,San Bernardino,2008-05-13,134,0.23, ,0, ,643, ,3.4, ,62.2, ,33.2, ,48.3, ,78, ,11, ,29, ,17.6, ,7.4, ,177.1, ,52.5, 
192,Silverwood Lake,San Bernardino,2008-05-14,135,0.22, ,0, ,614, ,4.8, ,72.5, ,30.8, ,54.1, ,78, ,15, ,33, ,26.1, ,4.1, ,98, ,52.1, 
192,Silverwood Lake,San Bernardino,2008-05-15,136,0.23, ,0, ,615, ,7.1, ,74.8, ,39.9, ,57.9, ,81, ,22, ,43, ,35.8, ,5.2, ,125.8, ,53.3, 
192,Silverwood Lake,San Bernardino,2008-05-16,137,0.25, ,0, ,647, ,5.4, ,74.6, ,41.9, ,58.9, ,75, ,13, ,32, ,29.2, ,5, ,119.9, ,54.1, 
192,Silverwood Lake,San Bernardino,2008-05-17,138,0.24, ,0, ,641, ,6.7, ,82.3, ,39.7, ,62, ,72, ,14, ,35, ,34.3, ,3.7, ,88.8, ,54.5, 
192,Silverwood Lake,San Bernardino,2008-05-18,139,0.24, ,0, ,637, ,8.8, ,83.9, ,44.8, ,64.7, ,79, ,18, ,42, ,41.3, ,3.8, ,91.6, ,56.1, 
192,Silverwood Lake,San Bernardino,2008-05-19,140,0.26, ,0, ,651, ,8.7, ,81.8, ,45.3, ,64.9, ,77, ,20, ,41, ,40.8, ,4.8, ,115.9, ,57.4, 
192,Silverwood Lake,San Bernardino,2008-05-20,141,0.22, ,0, ,645, ,10.4, ,73.8, ,43, ,59.1, ,89, ,30, ,60, ,45.5, ,4.7, ,112.3, ,58, 
192,Silverwood Lake,San Bernardino,2008-05-21,142,0.22, ,0, ,666, ,5.4, ,60.3, ,41.2, ,51.6, ,89, ,21, ,42, ,29, ,6.2, ,148.2, ,57.7, 
192,Silverwood Lake,San Bernardino,2008-05-22,143,0.1,R,0, ,385, ,6.5, ,52.6,Y,34, ,42.4, ,93, ,47, ,70, ,33.4, ,4.8, ,115.3, ,56.3, 
192,Silverwood Lake,San Bernardino,2008-05-23,144,0,R,0, ,86, ,6.7, ,,S,33.5, ,35.8,H,95,H,92,H,95, ,34.4, ,7.3, ,175.3, ,53.1, 
192,Silverwood Lake,San Bernardino,2008-05-24,145,0.02,R,0, ,246, ,6.5, ,,S,32.6, ,35.6,H,95,H,85,H,92, ,33.6, ,5.2, ,124.4, ,49.1,Y
192,Silverwood Lake,San Bernardino,2008-05-25,146,0.09,R,0, ,425, ,6.2, ,,S,31.6, ,37.1,H,93,H,70,H,83, ,32.5, ,6.1, ,146.2, ,49.2,Y
192,Silverwood Lake,San Bernardino,2008-05-26,147,0.15,R,0, ,636, ,7, ,48.3,R,31.8, ,39.5, ,94, ,74, ,85, ,35.3, ,5.9, ,141.7, ,50.1,Y
192,Silverwood Lake,San Bernardino,2008-05-27,148,0.17, ,0, ,662, ,7.6, ,53.7,Y,29.9, ,43.1, ,93, ,58, ,81, ,37.5, ,5.4, ,129.4, ,50.8, 
192,Silverwood Lake,San Bernardino,2008-05-28,149,0.19, ,0, ,669, ,6.7, ,55.1,Y,29.5, ,44.9, ,94, ,38, ,66, ,34.3, ,5.9, ,141, ,51.4, 
192,Silverwood Lake,San Bernardino,2008-05-29,150,0.19, ,0, ,681, ,7, ,57.3,Y,27.8,Y,45.4, ,93, ,40, ,68, ,35.4, ,4.5, ,108.7, ,51.5, 
192,Silverwood Lake,San Bernardino,2008-05-30,151,0.21, ,0, ,687, ,6.6, ,64.2, ,28.2,Y,49.4, ,93, ,23, ,55, ,34, ,4.6, ,110.8, ,51.8, 
192,Silverwood Lake,San Bernardino,2008-05-31,152,0.22, ,0, ,681, ,6.4, ,63.7, ,39.2, ,52.8, ,84, ,19, ,47, ,33.1, ,5.3, ,127.4, ,52.7, 
192,Silverwood Lake,San Bernardino,2008-06-01,153,0.23, ,0, ,679, ,6.2, ,67,Y,37.5, ,56.3, ,59, ,17, ,40, ,32.5, ,5.9, ,141.1, ,53.3,Y
192,Silverwood Lake,San Bernardino,2008-06-02,154,0.21, ,0, ,676, ,8.3, ,62.2,Y,38.9, ,54.5, ,87, ,43, ,57, ,39.8, ,5.8, ,140.3, ,54.5,Y
192,Silverwood Lake,San Bernardino,2008-06-03,155,0.21, ,0, ,668, ,8.4, ,71.7, ,33.7,Y,53.2, ,89, ,25, ,61, ,40, ,3.9, ,93.8, ,54.7, 
192,Silverwood Lake,San Bernardino,2008-06-04,156,0.18,R,0, ,615, ,7.7, ,64.1,Y,39.5, ,50.6, ,91, ,35, ,61, ,37.8, ,4.2, ,100.8, ,55.4, 
192,Silverwood Lake,San Bernardino,2008-06-05,157,0.22, ,0, ,686, ,5.4, ,72.4, ,36.6, ,53.1, ,74, ,15, ,39, ,29.1, ,3.8, ,92, ,55.3, 
192,Silverwood Lake,San Bernardino,2008-06-06,158,0.23, ,0, ,682, ,8.5, ,72.8, ,39.1, ,58.3, ,82, ,32, ,51, ,40.4, ,5.2, ,124.4, ,55.7, 
192,Silverwood Lake,San Bernardino,2008-06-07,159,0.23, ,0, ,682, ,8.2, ,71.6, ,42.5, ,58.9, ,87, ,26, ,48, ,39.5, ,4.7, ,111.9, ,57, 
192,Silverwood Lake,San Bernardino,2008-06-08,160,0.24, ,0, ,697, ,5.6, ,78, ,34.6, ,56.8, ,83, ,13, ,36, ,29.9, ,3.5, ,85, ,57, 
192,Silverwood Lake,San Bernardino,2008-06-09,161,0.25, ,0, ,688, ,6.6, ,80.3, ,37.3, ,60.7, ,80, ,17, ,36, ,33.9, ,3.7, ,90, ,57, 
192,Silverwood Lake,San Bernardino,2008-06-10,162,0.25, ,0, ,694, ,8.1, ,72.8, ,41.4, ,59.9, ,85, ,22, ,46, ,39.1, ,5, ,121.1, ,57.5, 
192,Silverwood Lake,San Bernardino,2008-06-11,163,0.24, ,0, ,694, ,5.8, ,76.3, ,36.4, ,57, ,90, ,17, ,37, ,30.8, ,3.9, ,92.8, ,57.6, 
192,Silverwood Lake,San Bernardino,2008-06-12,164,0.23, ,0, ,682, ,7.8, ,79.4, ,36.2, ,59, ,82, ,20, ,46, ,38.1, ,3.1, ,75.4, ,57.3, 
192,Silverwood Lake,San Bernardino,2008-06-13,165,0.26, ,0, ,681, ,7.8, ,79.9, ,41.4, ,64, ,79, ,20, ,38, ,38.2, ,4.7, ,112.9, ,57.8, 
192,Silverwood Lake,San Bernardino,2008-06-14,166,0.26, ,0, ,691, ,6.8, ,77.9, ,44.8, ,63.9, ,73, ,21, ,33, ,34.5, ,5.5, ,132, ,58.6, 
192,Silverwood Lake,San Bernardino,2008-06-15,167,0.24, ,0, ,631, ,5.2, ,78.7, ,43.4, ,63, ,64, ,11, ,27, ,28.2, ,4.8, ,114.1, ,58.4, 
192,Silverwood Lake,San Bernardino,2008-06-16,168,0.26, ,0, ,658, ,5.9, ,82.1, ,43.6, ,64.3, ,66, ,13, ,28, ,30.9, ,4.6, ,110.2, ,58.3, 
192,Silverwood Lake,San Bernardino,2008-06-17,169,0.27, ,0, ,687, ,6.8, ,82.1, ,47.2, ,67.1, ,63, ,13, ,30, ,34.7, ,5, ,120.6, ,58.8, 
192,Silverwood Lake,San Bernardino,2008-06-18,170,0.26, ,0, ,703, ,6.1, ,86, ,40.3, ,63.8, ,70, ,10, ,30, ,31.8, ,3.8, ,91.7, ,58.9, 
192,Silverwood Lake,San Bernardino,2008-06-19,171,0.25, ,0, ,686, ,6.9, ,88.2, ,41.8, ,66, ,70, ,12, ,31, ,34.9, ,3.2, ,77.1, ,58.9, 
192,Silverwood Lake,San Bernardino,2008-06-20,172,0.26, ,0, ,680, ,7.5, ,88.6, ,44.1, ,67.4, ,67, ,12, ,33, ,37, ,3.4, ,81.9, ,59.4, 
192,Silverwood Lake,San Bernardino,2008-06-21,173,0.24, ,0, ,621, ,9.2, ,87.7, ,47.7, ,68.3, ,72, ,17, ,39, ,42.2, ,3.8, ,91.4, ,60.1, 
192,Silverwood Lake,San Bernardino,2008-06-22,174,0.27, ,0, ,674, ,9, ,86.4, ,48.5, ,68.5, ,69, ,19, ,38, ,41.7, ,4.8, ,115.6, ,60.8, 
192,Silverwood Lake,San Bernardino,2008-06-23,175,0.26, ,0, ,685, ,8.5, ,76.7, ,45.8, ,63.3, ,77, ,25, ,43, ,40.5, ,5.4, ,130.1, ,60.7, 
192,Silverwood Lake,San Bernardino,2008-06-24,176,0.25, ,0, ,689, ,8.3, ,75.2, ,48.3, ,63.3, ,86, ,25, ,42, ,39.6, ,5.5, ,131.3, ,60.4, 
192,Silverwood Lake,San Bernardino,2008-06-25,177,0.24, ,0, ,677, ,8.9, ,72, ,39.5, ,59.8, ,78, ,24, ,51, ,41.6, ,5.8, ,138.7, ,60.2, 
192,Silverwood Lake,San Bernardino,2008-06-26,178,0.22, ,0, ,633, ,8.7, ,75.8, ,41.3, ,60.2, ,83, ,25, ,49, ,40.8, ,4.4, ,105.3, ,60.3, 
192,Silverwood Lake,San Bernardino,2008-06-27,179,0.25, ,0, ,684, ,9.4, ,78.6, ,40.7, ,62.3, ,86, ,20, ,49, ,42.8, ,5.3, ,126.4, ,60.1, 
192,Silverwood Lake,San Bernardino,2008-06-28,180,0.26, ,0, ,679, ,7.7, ,80.4, ,47.1, ,66, ,73, ,15, ,35, ,37.8, ,5.3, ,126.7, ,60.8, 
192,Silverwood Lake,San Bernardino,2008-06-29,181,0.27, ,0, ,673, ,6.9, ,81, ,44.8, ,67.5, ,83, ,16, ,30, ,34.9, ,5.6, ,134.1, ,61.7, 
192,Silverwood Lake,San Bernardino,2008-06-30,182,0.27, ,0, ,674, ,6.9, ,80.8, ,43.4, ,66.4, ,81, ,19, ,31, ,35.1, ,5.2, ,123.9, ,61.6, 
192,Silverwood Lake,San Bernardino,2008-07-01,183,0.26, ,0, ,691, ,7.5, ,79.6,Y,46.6, ,65, ,72, ,19, ,36, ,37.1, ,4.8, ,114.2, ,61.5, 
192,Silverwood Lake,San Bernardino,2008-07-02,184,0.26, ,0, ,691, ,6.4, ,84.6, ,38.4,Y,63.7, ,81, ,12, ,32, ,33.2, ,3.7, ,89.7, ,60.8,Y
192,Silverwood Lake,San Bernardino,2008-07-03,185,0.27, ,0, ,683, ,7.2, ,82.2,Y,44, ,66.2, ,89, ,12, ,33, ,36, ,4.8, ,115.2, ,60.8,Y
192,Silverwood Lake,San Bernardino,2008-07-04,186,0.27, ,0, ,656, ,6.8, ,82.9,Y,46.8, ,68.5, ,74, ,13, ,29, ,34.6, ,5.5,Y,132.5,Y,61.2,Y
192,Silverwood Lake,San Bernardino,2008-07-05,187,0.27, ,0, ,661, ,7.7, ,80.7,Y,52.4, ,68.6, ,56, ,17, ,32, ,37.6, ,5.8,Y,139.2,Y,61.7, 
192,Silverwood Lake,San Bernardino,2008-07-06,188,0.26, ,0, ,678, ,7.9, ,78.7,Y,48, ,65.9, ,82, ,17, ,36, ,38.5, ,5.2,Y,125.1,Y,61.8, 
192,Silverwood Lake,San Bernardino,2008-07-07,189,0.25, ,0, ,660, ,8.8, ,85.6, ,43.4, ,67.6, ,81, ,15, ,38, ,41.1, ,3.6, ,85.9, ,61.5, 
192,Silverwood Lake,San Bernardino,2008-07-08,190,0.22, ,0, ,564, ,10.7, ,90.4, ,50.9, ,71.5, ,81, ,18, ,40, ,46.3, ,3.2, ,77.3, ,62, 
192,Silverwood Lake,San Bernardino,2008-07-09,191,0.25, ,0, ,634, ,12.3, ,92.2, ,52.3, ,71.5, ,86, ,21, ,47, ,50, ,3.3, ,80.2, ,62.9, 
192,Silverwood Lake,San Bernardino,2008-07-10,192,0.24, ,0, ,633, ,15, ,80.4,Y,55, ,71.8, ,87, ,48, ,57, ,55.5, ,5.5,Y,132,Y,63.9, 
192,Silverwood Lake,San Bernardino,2008-07-11,193,0.1,R,0, ,432, ,15.1, ,,S,57.4, ,66.2,H,84,H,59,H,69, ,55.6, ,6.1,R,146.4,R,64.8, 
